Customer ID,Nationality,SAS Nationality,Name,Family Name,EducationLevel,Gender,BirthDate,Marital Status,No Of Dependents,Mobile Contact,Home Contact,Email Address,Residential Type,Residential Address 1,Residential Address 2,PostalCode
3267,SG,SG,ZHI MING,KHOO,Secondary,M,27/7/1959,Married,2,92502452,66478331,ZhiMingkhoo3267@Gmail.Com,HDB3,Blk 805 King George's Avenue,#04-319,200805
3268,SG,SG,JOYCELYN,FANG,Below Secondary,F,23/6/1964,Married,0,92493246,68575120,Joycelynfang3268@Gmail.Com,HDB3,Blk 814 Jellicoe Road,#20-319,200814
3269,SG,SG,FRANK,LIU,Diploma,M,28/2/1985,Married,2,92480812,61685966,Frankliu3269@Gmail.Com,HDB4,7 Yung Kuang Road,#09-364,610007
3270,SG,SG,DIANA,LOO,University,F,9/10/1944,Married,0,92475509,65514455,Dianaloo3270@Gmail.Com,SH,44 Phoenix Garden,,668306
3271,SG,SG,CARMEN,YONG,Diploma,F,12/11/1974,Married,0,92474036,66758449,Carmenyong3271@Gmail.Com,HDB4,4 Tuas View Lane,#06-364,637750
3272,IN,No,MADHU,CHAUDHI,Post Secondary,F,2/7/1986,Married,0,92473596,65566960,Madhuchaudhi3272@Gmail.Com,HDB4,22 Sin Ming Road,#13-210,570022
3273,SG,PR,BRENTON,CHIAM,Below Secondary,M,17/11/1964,Single,0,92452713,64599649,Brentonchiam3273@Gmail.Com,HDB5,Blk 53 Kent Road,#04-317,210053
3274,SG,SG,ROBERT,CAI,University,M,18/12/1974,Married,0,92452506,68478197,Robertcai3274@Gmail.Com,HDB2,22 Sin Ming Road,#16-210,570022
3275,SG,SG,ERINA,TUNG,Below Secondary,F,23/2/1985,Married,0,92452502,68376499,Erinatung3275@Gmail.Com,HDB5,109B Edgedale Plains,#11-115,822109
3276,SG,SG,ROGER,KONG,Secondary,M,20/6/1934,Married,2,92450914,62245592,Rogerkong3276@Gmail.Com,TH,587 Upper Changi Road,,487000
3277,SG,SG,JUN HONG,LAU,Secondary,M,25/7/1949,Widowed,0,92446682,67761644,JunHonglau3277@Gmail.Com,HDB4,4 Upper Boon Keng Road,#20-01,380004
3278,SG,SG,RICHARD,TANG,Below Secondary,M,1/11/1965,Married,1,92444738,61567185,Richardtang3278@Gmail.Com,HDB4,314 Jurong East Street 32,#10-231,600314
3279,ID,No,SRI,KARTAWIJAYA,Secondary,F,27/5/1969,Married,1,92433542,64958628,Srikartawijaya3279@Gmail.Com,HDB5,101 Rivervale Walk,#06-28,540101
3280,SG,SG,NICHOLAS,KE,Below Secondary,M,23/7/1984,Married,1,92431538,65529672,Nicholaske3280@Gmail.Com,HDB3,443 Choa Chu Kang Ave 4,#02-343,680443
3281,SG,SG,WEIREN,CHEN,Secondary,M,19/6/1986,Married,2,92430734,65667458,Weirenchen3281@Gmail.Com,HDB4,36 Tuas Avenue 8,#12-364,639250
3282,SG,SG,JENNIFER,QUACK,University,F,12/3/1970,Married,0,92427348,62489138,Jenniferquack3282@Gmail.Com,HDB3,509 Jelapang Road,#10-86,670509
3283,SG,SG,BINGWEI,TANG,Below Secondary,M,22/3/1970,Married,1,92426785,62800433,Bingweitang3283@Gmail.Com,HDB5,101 Pasir Ris Street 12,#06-13,510101
3284,SG,SG,PERRY,LEE,Secondary,M,7/5/1949,Widowed,1,92426626,61266373,Perrylee3284@Gmail.Com,SH,Blk 6 Jalan Batu,#18-529,431006
3285,SG,SG,JIMMY,SIM,Below Secondary,M,18/6/1964,Married,2,92417807,66564121,Jimmysim3285@Gmail.Com,HDB4,694 Hougang St 61,#02-90,530694
3286,SG,SG,LIONEL,LIU,Post Secondary,M,12/2/1987,Married,0,92411895,62424444,Lionelliu3286@Gmail.Com,HDB4,Blk 114A Lorong 3 Geylang,#16-330,382114
3287,SG,SG,DIANE,CHEW,Secondary,F,17/7/1964,Married,0,92410682,62213948,Dianechew3287@Gmail.Com,HDB5,107 Rivervale Walk,#11-104,540107
3288,US,No,SAMUEL,BAKER,Post Secondary,M,19/5/1986,Married,2,89565396,67821245,Samuelbaker3288@Gmail.Com,HDB3,660A Jalan Tenaga,#02-01,411660
3289,SG,SG,JOANNA,WONG,Post Secondary,F,25/10/1959,Single,0,92408316,65463561,Joannawong3289@Gmail.Com,HDB5,115B Yishun Ring Road,#04-813,762115
3290,MY,No,AINI,HAPPI,University,F,8/1/1970,Married,0,89553857,62212154,Ainihappi3290@Gmail.Com,SDH,16 Holland Grove Road,,278799
3291,SG,SG,JAMES,TAY,Below Secondary,M,25/11/1977,Single,0,92407259,69725762,Jamestay3291@Gmail.Com,HDB5,516 Bedok North Avenue 2,#04-305,460516
3292,SG,SG,GEORGINA,LAI,Secondary,F,22/6/1969,Married,0,80119293,61161977,Georginalai3292@Gmail.Com,HDB4,668E Jurong West Street 64,#12-364,645277
3293,SG,SG,WEI LE,TAN,University,M,9/11/1974,Single,0,89550117,62121547,WeiLetan3293@Gmail.Com,HDB3,Blk 2 Dakota Close,#20-305,390002
3294,SG,SG,JASON,CHEW,Diploma,M,14/8/1984,Single,0,80293891,62897987,Jasonchew3294@Gmail.Com,HDB5,227 Toa Payoh Lorong 8,#14-136,310227
3295,SG,SG,FAITH,CHEONG,University,F,24/10/1984,Single,0,81309302,61972987,Faithcheong3295@Gmail.Com,PC,300 Upper East Coast Road,#09-30 Ric,466438
3296,SG,SG,CAROL,FWA,University,F,7/3/1979,Single,0,81980393,67299911,Carolfwa3296@Gmail.Com,PC,300 Upper East Coast Road,#07-30 Ric,466438
3297,SG,SG,EMMA,LONG,Below Secondary,F,3/9/1968,Married,0,81293033,62520250,Emmalong3297@Gmail.Com,HDB2,502A Woodlands Drive 14,#04-26,731502
3298,SG,SG,EELIN,HAN,Secondary,F,3/4/1949,Widowed,0,81980913,69917287,Eelinhan3298@Gmail.Com,HDB5,199D Punggol Field,#05-447,824199
3299,SG,SG,XIANGRONG,YEO,Diploma,M,8/5/1954,Married,1,80293843,62210011,Xiangrongyeo3299@Gmail.Com,HDB4,11 Sunview Way,#16-748,627540
3300,SG,SG,LINSEY,LOCK,Below Secondary,F,20/8/1969,Married,0,81101393,62241546,Linseylock3300@Gmail.Com,HDB5,682C Jurong West Central 1,#01-120,643682
3301,SG,SG,JOSHUA,NGIAM,Secondary,M,25/12/1968,Married,1,83947583,62212454,Joshuangiam3301@Gmail.Com,HDB3,291 Bishan Street 24,#18-41,570291
3302,SG,SG,JUN WEI,LIN,Below Secondary,M,4/7/1953,Divorced,2,81037839,61973899,JunWeilin3302@Gmail.Com,HDB4,690D Woodlands Drive 75,#03-192,734690
3303,SG,SG,JOSHUA,NEO,University,M,22/12/1969,Married,0,81983783,68975451,Joshuaneo3303@Gmail.Com,HDB4,692 Hougang Street 61,#04-126,530692
3304,SG,SG,MANDY,KONG,University,F,27/12/1979,Single,0,89529572,64312415,Mandykong3304@Gmail.Com,HDB5,462 Crawford Lane,#10-67,190462
3305,SG,SG,LUCAS,CHUA,University,M,23/1/1939,Widowed,0,89102837,65082733,Lucaschua3305@Gmail.Com,HDB5,534 Hougang Street 52,#06-30,530534
3306,SG,SG,ZHI MING,CHIAM,University,M,28/7/1946,Married,1,80893717,62254945,ZhiMingchiam3306@Gmail.Com,HDB4,234 Pasir Ris Drive 4,#04-466,510234
3307,US,No,AUDREY,HILL,Post Secondary,F,24/11/1969,Married,0,89526372,62144736,Audreyhill3307@Gmail.Com,HDB3,660A Jalan Tenaga,#07-01,411660
3308,SG,SG,JENIFER,PHUA,University,F,29/9/1980,Single,0,89526376,69296829,Jeniferphua3308@Gmail.Com,PC,Blk 4A Jalan Batu,#04-115,432004
3309,SG,SG,NORRIS,KWOK,University,M,21/12/1959,Married,1,81907366,62212222,Norriskwok3309@Gmail.Com,HDB4,237 Serangoon Avenue 3,#03-116,550237
3310,SG,SG,LAURA,LIU,Diploma,F,2/12/1962,Married,3,80173821,60887733,Lauraliu3310@Gmail.Com,DH,2A Transit Road,,778881
3311,SG,SG,SHAO WEI,LIM,Secondary,M,6/5/1949,Widowed,2,80289811,67738279,ShaoWeilim3311@Gmail.Com,HDB3,Blk 111 Lorong 3 Geylang,#19-529,381111
3312,SG,SG,JOHN,FONG,Secondary,M,13/12/1969,Married,2,89522733,65215245,Johnfong3312@Gmail.Com,PC,32 Canberra Drive,#08-43 Yis,768431
3313,SG,SG,BRENDA,CHEUNG,Secondary,F,7/9/1967,Married,3,83647474,62210581,Brendacheung3313@Gmail.Com,HDB4,107 Teck Whye Lane,#10-546,680107
3314,SG,SG,WENDY,KE,Below Secondary,F,2/7/1954,Divorced,0,81000833,69837433,Wendyke3314@Gmail.Com,HDB5,504 Serangoon North Avenue 4,#11-474,550504
3315,SG,SG,WHITNEY,LOO,Diploma,F,25/11/1978,Married,1,87474392,68283784,Whitneyloo3315@Gmail.Com,HDB5,526 Woodlands Drive 14,#07-469,730526
3316,SG,SG,WEI LOONG,FONG,Below Secondary,M,23/4/1974,Married,1,83988834,69227874,WeiLoongfong3316@Gmail.Com,BUN,78 Kheam Hock Road,,298849
3317,AU,No,CHLOE,JONES,Post Secondary,F,16/3/1967,Single,0,89520556,61154577,Chloejones3317@Gmail.Com,HDB4,16A Poole Road,#14-405,437502
3318,SG,SG,ASHLEEN,KOH,Diploma,F,26/6/1968,Married,1,81003838,66827335,Ashleenkoh3318@Gmail.Com,HDB5,175 Ang Mo Kio Avenue 4,#10-781,560175
3319,SG,SG,AH KUM,LAI,University,M,23/11/1964,Married,1,88198193,65797454,AhKumlai3319@Gmail.Com,HDB5,328 Serangoon Avenue 3,#02-332,550328
3320,SG,SG,MARK,ZENG,Secondary,M,6/1/1964,Married,1,89119304,62154544,Markzeng3320@Gmail.Com,HDB5,19 Joo Seng Road,#12-122,360019
3321,SG,SG,RAY,LOH,Post Secondary,M,9/8/1974,Married,1,87999189,67878110,Rayloh3321@Gmail.Com,HDB4,772 Yishun Avenue 3,#11-229,760772
3322,ID,No,SHINTA,JAYADI,University,F,1/11/1976,Married,3,89515625,61424178,Shintajayadi3322@Gmail.Com,SDH,108 Springleaf Avenue,,788500
3323,SG,SG,ELIZABETH,WEN,University,F,7/6/1976,Married,3,81911293,68273872,Elizabethwen3323@Gmail.Com,HDB5,709 Bedok Reservoir Road,#08-3858,470709
3324,SG,SG,LINGSHENG,WONG,Diploma,M,15/10/1955,Married,2,83449299,65521454,Lingshengwong3324@Gmail.Com,HDB3,692 Choa Chu Kang Crescent,#16-278,680692
3325,SG,SG,WEI JUN,LIN,Below Secondary,M,24/10/1949,Divorced,0,80199000,67718732,WeiJunlin3325@Gmail.Com,HDB5,Blk 10 Eunos Crescent,#05-529,400010
3326,SG,SG,KWANG YANG,YEO,Secondary,M,13/3/1974,Single,0,88398937,69917282,KwangYangyeo3326@Gmail.Com,HDB5,Blk 257A Serangoon Central Drive,#08-529,551257
3327,SG,SG,CLARISSA,LAI,Below Secondary,F,24/11/1979,Married,3,82983783,62958991,Clarissalai3327@Gmail.Com,HDB5,Blk 672A Klang Lane,#17-317,211672
3328,SG,SG,ANGELA,CHIAM,University,F,3/11/1986,Single,0,80189834,60827873,Angelachiam3328@Gmail.Com,HDB4,18 Lorong Selderi,#16-513,488007
3329,SG,SG,LAURA,FANG,Below Secondary,F,15/5/1964,Married,2,80837872,60837844,Laurafang3329@Gmail.Com,HDB5,306 Ang Mo Kio Ave 1,#12-1161,560306
3330,SG,SG,AUDREY,LONG,University,F,31/3/1968,Single,0,89501143,61354454,Audreylong3330@Gmail.Com,PC,Blk 113 Aljunied Avenue 2,#11-393,380113
3331,SG,SG,AMANDA,WEN,Secondary,F,24/9/1969,Married,0,89488195,66792296,Amandawen3331@Gmail.Com,HDB5,727 Jurong West Avenue 5,#02-182,640727
3332,SG,SG,WEI LIANG,NGO,University,M,18/7/1974,Single,0,82817873,69888991,WeiLiangngo3332@Gmail.Com,HDB5,685C Choa Chu Kang Crescent,#04-206,683685
3333,SG,SG,ALEX,LONG,Diploma,M,19/7/1979,Married,3,80188989,62184866,Alexlong3333@Gmail.Com,HDB4,105 Ang Mo Kio Avenue 4,#09-194,560105
3334,SG,SG,WEI TING,YOW,Diploma,F,19/10/1954,Divorced,0,81738474,68738713,WeiTingyow3334@Gmail.Com,HDB4,290D Bukit Batok East Avenue 3,#05-372,651290
3335,SG,SG,ALEXIS,YEO,Below Secondary,M,27/3/1959,Married,0,89990488,63121545,Alexisyeo3335@Gmail.Com,PC,Hong San Walk,#09-694 Pa,600124
3336,SG,SG,JADE,LOCK,University,F,17/11/1962,Married,2,89193339,62112521,Jadelock3336@Gmail.Com,HDB5,168 Bishan Street 13,#20-05,570168
3337,SG,SG,KWANG YANG,TANG,Secondary,M,1/5/1973,Married,0,82999283,62154008,KwangYangtang3337@Gmail.Com,SDH,22 University Walk,,297778
3338,SG,SG,AMANDA,BAI,Secondary,F,23/11/1959,Single,0,89992023,69283783,Amandabai3338@Gmail.Com,HDB5,665 Jalan Damai,#04-111,410665
3339,SG,SG,ANGELINA,LAI,Secondary,F,29/9/1981,Married,0,81003030,62025151,Angelinalai3339@Gmail.Com,TH,31 Barker Road,,309907
3340,SG,SG,JACOB,LAI,Below Secondary,M,19/12/1948,Widowed,0,89393944,69378311,Jacoblai3340@Gmail.Com,HDB5,24 Ang Mo Kio Street 65,#04-389,569061
3341,SG,SG,GRACE,NG,Below Secondary,M,24/8/1979,Single,0,81999384,67389737,Graceng3341@Gmail.Com,HDB5,606 Bedok Reservior Road,#09-736,470606
3342,SG,SG,DAISY,KE,Diploma,F,21/7/1939,Widowed,0,83834444,68872837,Daisyke3342@Gmail.Com,HDB5,7 Kim Tian Place,#09-59,160007
3343,SG,SG,JOEL,LAM,Secondary,M,17/11/1970,Married,1,89454442,61245740,Joellam3343@Gmail.Com,HDB4,130B Ang Mo Kio Street 12,#09-01,562130
3344,SG,SG,DIANA,HAN,Secondary,F,9/4/1941,Widowed,3,82776891,69289813,Dianahan3344@Gmail.Com,HDB4,29 Tembusu Avenue,#11-142,627535
3345,SG,SG,ANGELA,PANG,University,F,11/6/1986,Single,0,82399485,66899799,Angelapang3345@Gmail.Com,PC,Blk 14 Eunos Crescent,#11-589,400014
3346,SG,SG,CLARE,NG,Diploma,F,21/2/1937,Widowed,0,82755922,64922993,Clareng3346@Gmail.Com,HDB4,104 Tuas South Boulevard,#16-583,637059
3347,SG,SG,WEI TING,LIM,University,F,6/9/1986,Married,0,97881022,60103894,WeiTinglim3347@Gmail.Com,HDB4,Blk 19 Balam Road,#14-564,370019
3348,MY,No,ARYANI,DANKER,University,F,22/3/1961,Married,2,89883944,69837744,Aryanidanker3348@Gmail.Com,HDB3,7 Kaki Bukit Avenue 3,#01-116,415814
3349,SG,SG,JESSICA,CAI,Secondary,F,2/4/1954,Divorced,0,81993844,69198333,Jessicacai3349@Gmail.Com,HDB5,517 Serangoon North Avenue 4,#07-232,550517
3350,SG,SG,ELIZABETH,HAN,Secondary,F,20/12/1939,Widowed,0,89910223,69937491,Elizabethhan3350@Gmail.Com,HDB4,37 37B Lorong Stangee,#16-225,425014
3351,SG,SG,GRACE,HUIN,Post Secondary,F,13/9/1986,Married,1,82038833,63187915,Gracehuin3351@Gmail.Com,HDB4,171 Bukit Batok West Avenue 8,#05-351,650171
3352,SG,SG,QUAN YANG,FONG,Secondary,M,10/10/1979,Single,0,89429177,63454564,QuanYangfong3352@Gmail.Com,BUN,35 Jalan Anak Patong,,489343
3353,SG,SG,ANGELA,LOW,University,F,21/6/1986,Single,0,80809934,69388484,Angelalow3353@Gmail.Com,PC,61 Paya Lebar Crescent,#07-11 Tri,534210
3354,SG,SG,MARCUS,SENG,University,M,3/5/1974,Single,0,86628383,69277192,Marcusseng3354@Gmail.Com,HDB4,2C Geylang Serai,#16-137,403002
3355,SG,SG,WEI LE,LEONG,Below Secondary,M,14/10/1947,Married,2,81899283,60038475,WeiLeleong3355@Gmail.Com,HDB5,328 Hougang Avenue 5,#09-194,530328
3356,SG,SG,GEORGINA,ZHANG,Post Secondary,F,15/5/1959,Married,0,89920334,62958833,Georginazhang3356@Gmail.Com,HDB4,688 Hougang Street 61,#05-216,530688
3357,SG,SG,PETER,WEN,Below Secondary,M,14/11/1954,Married,0,83993044,62478912,Peterwen3357@Gmail.Com,HDB5,10 Jalan Batu,#04-10,431010
3358,SG,SG,EMMA,ZHANG,Secondary,F,28/5/1979,Married,2,83558123,62454105,Emmazhang3358@Gmail.Com,HDB4,353 Choa Chu Kang Central,#04-311,680353
3359,SG,SG,KIMBERLY,LEUNG,Diploma,F,16/10/1949,Divorced,0,80122342,69238479,Kimberlyleung3359@Gmail.Com,HDB5,537 Jurong West Avenue 1,#07-1010,640537
3360,SG,SG,MIN CHUAN,LIN,Below Secondary,M,21/1/1964,Single,0,87991233,68237847,MinChuanlin3360@Gmail.Com,HDB5,51 Hindhede Walk,#09-08,587975
3361,SG,SG,SHAWN,CAI,University,M,4/1/1984,Married,0,80038842,62300734,Shawncai3361@Gmail.Com,HDB4,Blk 28 Balam Road,#10-605,370028
3362,SG,SG,JOSHUA,CHOW,University,M,5/4/1939,Widowed,0,88293330,69898094,Joshuachow3362@Gmail.Com,HDB5,451 Hougang Avenue 10,#11-555,530451
3363,SG,SG,MEGAN,LEE,Post Secondary,F,6/4/1954,Married,1,87330481,68542927,Meganlee3363@Gmail.Com,DH,62 Duku Road,,429226
3364,SG,SG,ZHI MING,LAN,Secondary,M,18/4/1964,Single,0,83911034,69837822,ZhiMinglan3364@Gmail.Com,HDB5,12 Taman Ho Swee,#09-55,162012
3365,SG,SG,KHIM HWA,FONG,University,M,23/7/1969,Married,0,89440553,68972897,KhimHwafong3365@Gmail.Com,TH,64 Keng lee road,,308409
3366,SG,SG,MARGARET,LAU,Diploma,F,5/5/1984,Married,1,83990204,62477454,Margaretlau3366@Gmail.Com,HDB4,288 Choa Chu Kang Avenue 3,#09-282,680288
3367,SG,SG,JOHN,PONG,Below Secondary,M,8/8/1957,Married,2,85667692,69827333,Johnpong3367@Gmail.Com,HDB4,101 Jurong East Street 13,#10-192,600101
3368,SG,SG,FAITH,LONG,Post Secondary,F,15/8/1959,Married,1,82773844,65412571,Faithlong3368@Gmail.Com,HDB5,Blk 25 Jalan Berseh,#05-317,200025
3369,SG,SG,AH KOW,NAH,Post Secondary,M,19/6/1945,Married,2,87899342,65845454,AhKownah3369@Gmail.Com,HDB5,113 Bedok North Street 2,#10-276,460113
3370,SG,SG,JADE,CHEN,Below Secondary,F,26/12/1969,Married,2,84493920,62888445,Jadechen3370@Gmail.Com,HDB4,295 Choa Chu Kang Avenue 2,#02-169,680295
3371,SG,SG,WILLIAM,CHIN,University,M,7/8/1938,Widowed,0,85667472,61232223,Williamchin3371@Gmail.Com,SH,104A Depot Road,,101104
3372,SG,SG,AQUILA,GAVDE,Diploma,F,27/4/1954,Married,2,84955291,62978860,Aquilagavde3372@Gmail.Com,HDB4,229 Choa Chu Kang Central,#07-145,680229
3373,SG,SG,ELIZABETH,CHOO,Diploma,F,20/6/1947,Single,0,85910003,60938944,Elizabethchoo3373@Gmail.Com,HDB4,524 Woodlands Drive 14,#06-423,730524
3374,SG,SG,JADE,SENG,Diploma,F,10/9/1959,Married,2,80093778,61089233,Jadeseng3374@Gmail.Com,HDB5,419 Hougang Avenue 8,#11-938,530419
3375,SG,SG,DOROTHY,LIN,Diploma,F,15/12/1979,Married,4,84920018,60837431,Dorothylin3375@Gmail.Com,HDB5,Blk 26 Jalan Berseh,#05-317,200026
3376,SG,SG,AGNES,WONG,Secondary,F,4/4/1976,Married,1,89910394,62469598,Agneswong3376@Gmail.Com,HDB4,184B Rivervale Crescent,#12-185,542184
3377,SG,SG,KHIM HWA,LIN,University,M,26/8/1941,Single,0,85772938,60197904,KhimHwalin3377@Gmail.Com,TH,33E Chancery Lane,,309555
3378,SG,SG,EMMA,LOW,Post Secondary,F,16/8/1982,Single,0,84491022,60817273,Emmalow3378@Gmail.Com,HDB4,670 Woodlands Drive 71,#05-19,730670
3379,SG,SG,JUNHUI,WEN,Post Secondary,M,4/7/1959,Married,1,85502883,62200222,Junhuiwen3379@Gmail.Com,HDB3,166B Teck Whye Crescent,#06-278,682166
3380,SG,SG,PIPER,TAY,Below Secondary,M,28/3/1970,Married,3,81003944,60818933,Pipertay3380@Gmail.Com,HDB5,1 Marsiling Drive,#19-59,730001
3381,SG,SG,RACHEL,YEO,University,F,24/3/1989,Married,1,80292938,62310047,Rachelyeo3381@Gmail.Com,HDB4,288C Jurong East Street 21,#09-429,603285
3382,SG,SG,MARCUS,QUEY,Secondary,M,26/12/1968,Single,0,89382421,63415458,Marcusquey3382@Gmail.Com,HDB2,502A Woodlands Drive 14,#13-26,731502
3383,SG,SG,MARGARET,WEN,Below Secondary,F,21/7/1938,Widowed,0,83384744,60173873,Margaretwen3383@Gmail.Com,HDB5,123 Toa Payoh Lorong 1,#08-503,310123
3384,SG,SG,KEESOON,SIM,Below Secondary,M,1/6/1979,Single,0,81009333,60283787,Keesoonsim3384@Gmail.Com,HDB5,Blk 156 Simei Road,#04-529,520156
3385,SG,SG,FAITH,LEO,Diploma,F,5/6/1984,Married,0,85682989,61289039,Faithleo3385@Gmail.Com,HDB4,552 Serangoon North Avenue 3,#14-65,550552
3386,MY,No,DALILAH,AMAR,University,F,27/7/1939,Widowed,0,81119283,62038748,Dalilahamar3386@Gmail.Com,HDB5,103 Serangoon North Avenue 1,#04-757,550103
3387,MY,No,AYSHA,DEV,Diploma,F,29/4/1951,Single,0,81002922,62083473,Ayshadev3387@Gmail.Com,PC,521 Yio Chu Kang Road,#05-42 The,787066
3388,SG,SG,FIONA,ZHANG,Below Secondary,F,18/3/1975,Married,3,82010028,62549440,Fionazhang3388@Gmail.Com,HDB4,2 Marine Terrace,#15-142,440002
3389,MY,No,ADIRA,DEV,Diploma,M,10/6/1976,Single,0,84995722,60273493,Adiradev3389@Gmail.Com,HDB4,1 Eunos Crescent,#14-400,400001
3390,PH,No,BAGWIS,FERNANDEZ,Secondary,M,19/3/1964,Single,0,80002441,69808390,Bagwisfernandez3390@Gmail.Com,HDB5,Blk 206 Serangoon Central,#10-529,550206
3391,SG,SG,SHUTING,TANG,Below Secondary,F,28/10/1975,Single,0,89938893,69387487,Shutingtang3391@Gmail.Com,HDB2,120 Rivervale Drive,#10-01,540120
3392,ID,No,VERAWATI,KUSUMO,University,F,4/3/1959,Married,2,89374953,63454544,Verawatikusumo3392@Gmail.Com,HDB4,3 Marine Terrace,#02-282,440003
3393,CN,No,GUANGHONG,GE,Diploma,M,3/5/1960,Married,1,81992833,68273929,Guanghongge3393@Gmail.Com,HDB4,2C Geylang Serai,#07-33,405002
3394,SG,SG,FAITH,CHOW,Below Secondary,F,15/3/1959,Married,3,84771922,60280893,Faithchow3394@Gmail.Com,HDB4,2 Marine Terrace,#10-290,440002
3395,HK,No,MEIYING,GENG,Below Secondary,F,22/9/1984,Married,2,84003834,68723973,Meiyinggeng3395@Gmail.Com,TH,78 Tagore Lane,,787500
3396,SG,SG,ALEXIS,YONG,University,M,1/12/1945,Single,0,89369381,64154545,Alexisyong3396@Gmail.Com,PC,Upper Changi Road East,#09-256 Ch,486849
3397,US,No,JANE,LOPEZ,Below Secondary,F,19/9/1969,Married,0,81992933,69829038,Janelopez3397@Gmail.Com,PC,491 Yio Chu Kang Road,#07-39 Sea,787078
3398,SG,SG,JUDY,WANG,Secondary,F,5/8/1959,Married,0,81928834,68545423,Judywang3398@Gmail.Com,HDB5,635 Hougang Avenue 8,#13-71,530635
3399,SG,SG,ZHI MING,LEUNG,Post Secondary,M,8/10/1972,Married,1,84755113,62495909,ZhiMingleung3399@Gmail.Com,HDB5,403 Ang Mo Kio Avenue 10,#06-619,560403
3400,SG,SG,DARREN,NG,Diploma,M,15/3/1969,Married,1,87448201,69718222,Darrenng3400@Gmail.Com,HDB3,262 Yishun Street 22,#09-117,760262
3401,SG,SG,ALOYSIUS,WONG,University,M,19/12/1964,Married,0,87299494,62897848,Aloysiuswong3401@Gmail.Com,HDB5,628 Hougang Avenue 8,#04-96,530628
3402,SG,SG,WHITNEY,HUIN,Diploma,F,8/4/1970,Married,2,89365354,61545446,Whitneyhuin3402@Gmail.Com,HDB5,122 Bedok Reservoir Road,#10-1025,470122
3403,SG,SG,DAISY,CHONG,Secondary,F,22/7/1959,Single,0,81028334,68390238,Daisychong3403@Gmail.Com,HDB3,Blk 10 Dakota Crescent,#14-305,390010
3404,SG,SG,ERICCA,LEUNG,University,F,28/8/1964,Married,1,89364737,62477748,Ericcaleung3404@Gmail.Com,HDB4,108 Mcnair Road,#01-293,321108
3405,SG,SG,WHITNEY,TEO,Diploma,F,27/1/1958,Married,1,86749920,62495982,Whitneyteo3405@Gmail.Com,HDB4,421 Fajar Road,#05-489,670421
3406,SG,SG,ASHER,ONG,Diploma,M,28/1/1955,Married,2,81993845,69273843,Asherong3406@Gmail.Com,PC,38 Lorong Ong Lye,#04-88 Ros,536407
3407,SG,SG,ALAN,SEAH,University,M,8/7/1959,Married,2,84999101,62102007,Alanseah3407@Gmail.Com,HDB4,Blk 2 Geylang Serai,#11-149,402002
3408,SG,SG,ANDREW,BAI,Below Secondary,M,23/6/1969,Single,0,84557294,68273984,Andrewbai3408@Gmail.Com,PC,576 Upper East Coast Road,#04-24 Idy,466588
3409,SG,SG,FAITH,FONG,Below Secondary,F,17/1/1984,Single,0,80118234,69278724,Faithfong3409@Gmail.Com,HDB5,551 Woodlands Drive 44,#07-56,730551
3410,SG,SG,CHARLENE,ZHANG,Below Secondary,F,14/12/1938,Widowed,5,85993445,69727012,Charlenezhang3410@Gmail.Com,HDB3,Blk 13 Old Airport Road,#03-305,390013
3411,SG,SG,MARGARET,PANG,Below Secondary,F,11/10/1938,Married,0,81993834,67398473,Margaretpang3411@Gmail.Com,HDB5,704 Hougang Ave 2,#04-223,530704
3412,SG,SG,CHRISTINA,SIM,Diploma,F,9/4/1949,Single,0,87992011,67238823,Christinasim3412@Gmail.Com,TH,62 Jalan Lim Tai See,,268386
3413,SG,SG,LUCAS,CHONG,Below Secondary,M,5/4/1946,Married,1,89929384,62229522,Lucaschong3413@Gmail.Com,HDB4,255 Compassvale Road,#09-688,540255
3414,SG,SG,QIWEN,FONG,Diploma,F,5/4/1955,Married,0,89354774,62999444,Qiwenfong3414@Gmail.Com,PC,28 Flora Drive,#04-475 Fe,506941
3415,SG,SG,JOHN,LEE,Secondary,M,24/4/1964,Married,2,89001922,69189773,Johnlee3415@Gmail.Com,HDB5,8 Penjuru Place,#14-429,608780
3416,SG,SG,AH KUM,KHOO,Post Secondary,M,26/3/1954,Divorced,0,84664820,60827389,AhKumkhoo3416@Gmail.Com,HDB5,536 Jurong West Street 52,#08-493,640536
3417,SG,SG,JOSHUA,CHIA,Secondary,M,7/3/1959,Married,0,87899234,62463399,Joshuachia3417@Gmail.Com,HDB5,561 Pasir Ris Street 51,#09-273,510561
3418,SG,SG,CHRISTOPHER,WONG,Below Secondary,M,1/8/1987,Married,0,81002934,62774448,Christopherwong3418@Gmail.Com,BUN,5 Jalan Binchang,,578519
3419,SG,SG,JOAN,GOH,University,F,13/5/1946,Single,0,83018392,62917749,Joangoh3419@Gmail.Com,HDB5,526 Hougang Avenue 6,#04-165,530526
3420,SG,SG,WEI LE,GAN,Below Secondary,M,2/7/1956,Married,1,89351478,62315451,WeiLegan3420@Gmail.Com,HDB5,25 Telok Blangah Crescent,#12-75,90025
3421,SG,SG,JIM,SIM,University,M,9/12/1954,Single,0,83948755,69246387,Jimsim3421@Gmail.Com,PC,Hillview Terrace,#15-70 Lau,669590
3422,SG,SG,HARRY,CHIAM,Diploma,M,26/3/1959,Married,2,89349071,63088454,Harrychiam3422@Gmail.Com,HDB4,102 Bedok Reservoir Road,#16-580,470102
